scenario_id,strategy_id,strategy_kind,health_theta_d,health_alpha_d,health_migration_evidence_windows,health_migration_top_k_per_window,health_migration_cooldown_windows,scenario,seed,policy,window_id,p99_ms,bandwidth_overhead_pct,migration_triggers
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,43,timeout_degraded_read,17,18.7,4.0,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,43,timeout_degraded_read,18,18.8,4.0,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,43,timeout_degraded_read,19,18.7,4.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,0,18.8,0.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,1,18.9,0.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,2,18.8,0.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,3,20.7,0.3,1
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,4,19.6,0.4,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,5,19.3,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,6,19.1,0.4,1
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,7,18.9,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,8,18.8,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,9,19.1,0.6,1
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,10,19.0,0.6,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,11,18.8,0.5,1
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,12,18.9,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,13,18.7,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,14,19.0,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,15,18.9,0.4,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,16,18.9,0.2,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,17,18.8,0.1,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,18,18.9,0.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,19,18.7,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,0,18.8,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,1,18.9,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,2,18.8,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,3,20.7,0.4,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,4,19.6,0.6,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,5,19.3,0.6,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,6,19.1,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,7,18.9,0.8,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,8,18.8,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,9,19.2,0.8,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,10,19.1,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,11,18.8,0.8,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,12,18.9,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,13,18.7,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,14,19.1,0.8,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,15,19.2,0.6,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,16,18.9,0.2,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,17,18.8,0.1,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,18,18.9,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,19,18.7,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,0,18.8,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,1,18.9,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,2,18.8,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,3,20.7,0.1,6
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,4,19.6,0.2,1
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,5,19.3,0.2,1
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,6,19.1,0.3,2
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,7,18.8,0.3,1
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,8,18.8,0.3,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,9,19.1,0.4,6
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,10,18.9,0.4,1
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,11,18.8,0.4,3
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,12,18.9,0.3,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,13,18.7,0.3,1
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,14,18.9,0.3,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,15,18.9,0.3,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,16,18.8,0.2,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,17,18.8,0.1,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,18,18.9,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,19,18.7,0.0,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,0,18.8,0.0,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,1,18.9,0.0,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,2,18.8,0.0,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,3,20.7,0.2,5
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,4,19.6,0.2,1
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,5,19.3,0.3,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,6,19.1,0.3,3
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,7,18.9,0.3,1
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,8,18.8,0.3,1
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,9,19.2,0.4,5
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,10,18.9,0.4,1
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,11,18.8,0.4,3
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,12,18.9,0.3,1
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,13,18.7,0.3,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,14,18.9,0.3,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,15,18.9,0.3,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,16,18.9,0.2,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,17,18.8,0.1,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,18,18.9,0.0,0
realistic_2pct,threshold_d2_a005,threshold_alpha,2,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,43,health_ec,19,18.7,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,0,18.8,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,1,18.7,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,2,18.8,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,3,27.7,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,4,27.1,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,5,27.4,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,6,64.2,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,7,62.7,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,8,62.6,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,9,27.2,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,10,27.9,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,11,65.2,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,12,64.5,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,13,64.1,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,14,27.4,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,15,19.7,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,16,18.8,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,17,18.8,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,18,18.8,0.0,0
realistic_2pct,vanilla_ec,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,vanilla_ec,19,18.9,0.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,0,15.4,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,1,15.4,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,2,15.5,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,3,15.8,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,4,15.9,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,5,15.7,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,6,15.8,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,7,15.8,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,8,15.8,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,9,16.6,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,10,16.7,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,11,15.7,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,12,15.7,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,13,15.7,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,14,16.6,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,15,15.9,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,16,15.5,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,17,15.4,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,18,15.5,25.0,0
realistic_2pct,late_binding,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,late_binding,19,15.5,25.0,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,0,18.8,4.0,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,1,18.7,4.1,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,2,18.7,4.1,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,3,23.3,4.6,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,4,23.0,4.6,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,5,22.9,4.5,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,6,25.4,4.7,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,7,25.3,4.7,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,8,25.1,4.7,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,9,23.3,4.6,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,10,23.4,4.7,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,11,25.4,4.7,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,12,25.5,4.7,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,13,25.3,4.6,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,14,23.2,4.6,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,15,19.5,4.4,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,16,18.8,4.0,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,17,18.7,4.0,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,18,18.8,4.0,0
realistic_2pct,timeout_degraded_read,baseline,,,,,,dynamic_realistic_100d_2pct_hdd,44,timeout_degraded_read,19,18.8,4.1,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,0,18.8,0.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,1,18.7,0.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,2,18.8,0.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,3,20.3,0.3,1
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,4,19.3,0.4,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,5,19.3,0.4,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,6,19.1,0.5,1
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,7,19.0,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,8,18.8,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,9,19.1,0.6,1
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,10,19.1,0.6,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,11,18.8,0.5,1
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,12,18.8,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,13,18.8,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,14,19.1,0.5,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,15,18.9,0.4,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,16,18.8,0.3,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,17,18.8,0.1,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,18,18.8,0.0,0
realistic_2pct,t28_default,default,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,19,18.9,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,0,18.8,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,1,18.7,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,2,18.8,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,3,20.3,0.5,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,4,19.3,0.6,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,5,19.3,0.6,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,6,19.1,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,7,19.0,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,8,18.8,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,9,19.1,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,10,19.2,0.8,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,11,18.8,0.8,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,12,18.8,0.8,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,13,18.8,0.8,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,14,19.2,0.7,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,15,19.0,0.6,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,16,18.8,0.3,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,17,18.8,0.1,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,18,18.8,0.0,0
realistic_2pct,migration_disabled,disabled,12,0.05,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,19,18.9,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,0,18.8,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,1,18.7,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,2,18.8,0.0,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,3,20.3,0.2,5
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,4,19.3,0.2,2
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,5,19.3,0.2,1
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,6,19.1,0.3,2
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,7,19.0,0.3,1
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,8,18.8,0.3,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,9,19.2,0.4,6
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,10,19.0,0.4,2
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,11,18.8,0.4,2
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,12,18.8,0.4,0
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,13,18.8,0.3,1
realistic_2pct,threshold_d2_a010,threshold_alpha,2,0.1,0,0,0,dynamic_realistic_100d_2pct_hdd,44,health_ec,14,19.0,0.3,0
